"","Label","Type","Reference","NWFSC biased","WDFW biased","WDFW w/ ADFG","NWFSC w/ ADFG","M est","NMT prior, fixed","NMT prior, est.","h est","2011 h value","2011 L-W","2011 maturity","spline maturity","2011 fecundity","All years -50%","All years +50%","Comm. -50%","Comm. +50%","Rec. -50%","Rec. +50%","Lumped comp data","No rec devs","Est. dome sel","harm. mean wgting","1 area","2 sex","Rec. sel. dome"
"279",NA,"LnQ_base_12_IPHC_ORWA(12)",-4.64356,-4.76523,-4.41738,-4.64171,-4.64761,-5.34093,-5.77968,-5.36372,-4.83694,-4.16323,-4.64162,-4.65858,-4.64461,-4.6356,-3.95301,-5.04901,-4.05744,-5.0317,-4.60729,-4.69471,-4.76523,-4.81115,-6.80734,-5.31915,-4.96825,-4.58404,-4.64612
"280",NA,"Q_extraSD_12_IPHC_ORWA(12)",0.127812,0.116582,0.134035,0.125174,0.123726,0.105314,0.0879586,0.104496,0.138236,0.0971513,0.125582,0.126186,0.127907,0.124497,0.125343,0.127811,0.127411,0.12489,0.127127,0.127791,0.116582,0.146767,0.03135,0.0819509,0.149683,0.138927,0.125339
"281",NA,"LnQ_base_6_OR_REC(6)_BLK2add_2005",-0.192652,-0.208294,-0.0929557,-0.18511,-0.186058,-0.407202,-0.456079,-0.411373,-0.33667,0.217022,-0.189656,-0.198096,-0.193691,-0.178199,-0.187867,-0.19264,-0.168755,-0.200434,-0.211411,-0.179292,-0.208294,-0.275216,-0.236734,-0.274782,-0.28117,-0.220374,-0.187829
"282",NA,"SizeSel_P1_1_CA_TWL(1)",46.3619,46.3121,46.6383,46.394,46.4663,45.6824,45.288,45.664,46.4791,45.9263,46.3287,46.3614,46.3637,46.3344,46.3509,46.3619,46.2961,46.3189,46.3006,46.343,46.3121,44.5123,43.9137,46.3887,39.171,48.4585,46.3508
"283",NA,"SizeSel_P2_1_CA_TWL(1)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"284",NA,"SizeSel_P3_1_CA_TWL(1)",5.13149,5.12407,5.16115,5.13423,5.14365,5.02465,4.96622,5.02158,5.1315,5.11606,5.12924,5.13129,5.13158,5.13028,5.13109,5.13149,5.12285,5.12765,5.12484,5.12893,5.12407,4.86636,4.858,5.12178,4.35187,5.32717,5.13108
"285",NA,"SizeSel_P4_1_CA_TWL(1)",18.3765,18.3382,18.3446,18.3767,18.3672,18.3966,18.4204,18.3931,18.3577,18.441,18.3855,18.3784,18.3774,18.3824,18.3831,18.3774,18.3241,18.4095,18.4273,18.346,18.3382,18.3083,18.0032,17.9837,18.3173,18.1111,18.3811
"286",NA,"SizeSel_P5_1_CA_TWL(1)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"287",NA,"SizeSel_P6_1_CA_TWL(1)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"288",NA,"SizeSel_P1_2_CA_NONTWL(2)",44.023,44.0737,43.7614,44.0051,43.9796,45.1341,45.4801,45.161,44.428,43.0822,43.9813,44.0089,44.027,43.9362,43.9732,44.0229,44.9275,43.5778,43.4412,44.5295,44.0737,46.3456,45.4695,45.5365,42.2492,44.8589,43.9731
"289",NA,"SizeSel_P2_2_CA_NONTWL(2)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"290",NA,"SizeSel_P3_2_CA_NONTWL(2)",5.08508,5.09117,5.07352,5.08728,5.08839,5.13201,5.14233,5.13289,5.10448,5.04125,5.08546,5.08643,5.08531,5.08245,5.08453,5.08508,5.16065,5.04829,5.03228,5.1284,5.09117,5.17881,5.19605,5.20211,4.96913,5.13243,5.08452
"291",NA,"SizeSel_P4_2_CA_NONTWL(2)",16.3866,15.6489,16.4567,16.3696,16.4837,10.351,9.71589,10.2855,16.1562,16.9671,16.3551,16.3518,16.3873,16.363,16.3628,16.3869,12.7369,16.7232,16.921,15.7707,15.6489,17.6169,6.56911,8.83816,6.546,17.0673,16.3629
"292",NA,"SizeSel_P5_2_CA_NONTWL(2)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"293",NA,"SizeSel_P6_2_CA_NONTWL(2)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"294",NA,"SizeSel_P1_3_CA_REC(3)",43.5471,43.563,43.5903,43.5229,43.5011,43.5304,43.4261,43.5296,43.7122,43.0453,43.468,43.5028,43.5491,43.472,43.4895,43.5471,43.209,43.5968,43.6711,43.367,43.563,42.456,45.6665,44.6695,38.1311,43.7458,43.4894
"295",NA,"SizeSel_P2_3_CA_REC(3)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"296",NA,"SizeSel_P3_3_CA_REC(3)",5.3144,5.31724,5.32645,5.31306,5.31399,5.25879,5.22683,5.25717,5.31109,5.31954,5.30908,5.31064,5.31443,5.31053,5.31073,5.3144,5.29369,5.31624,5.3202,5.30367,5.31724,5.17693,5.44751,5.351,4.88986,5.31707,5.31073
"297",NA,"SizeSel_P4_3_CA_REC(3)",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5.99403,20,20,20,20
"298",NA,"SizeSel_P5_3_CA_REC(3)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"299",NA,"SizeSel_P6_3_CA_REC(3)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"300",NA,"SizeSel_P1_4_ORWA_TWL(4)",51.6344,54.7389,59.9918,52.8875,53.1257,48.5098,47.6779,48.4407,51.5027,52.3179,52.6506,52.5279,51.6351,52.5159,52.521,51.6345,54.6992,51.0257,49.6245,53.1994,54.7389,59.9977,38.9315,44.2018,46.0348,54.0234,52.5211
"301",NA,"SizeSel_P2_4_ORWA_TWL(4)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"302",NA,"SizeSel_P3_4_ORWA_TWL(4)",5.90932,6.11904,6.36033,5.98624,5.99462,5.6775,5.63044,5.6728,5.88202,6.00247,5.96863,5.96111,5.90916,5.96335,5.96206,5.90933,6.09644,5.88014,5.79543,6.00261,6.11904,6.06984,5.18189,5.5364,5.61392,6.13812,5.96207
"303",NA,"SizeSel_P4_4_ORWA_TWL(4)",17.6753,17.2444,16.7821,17.5806,17.5007,16.9479,16.6045,16.9142,17.6431,17.7023,17.5645,17.5781,17.6748,17.5833,17.5799,17.675,17.3099,17.7367,17.8494,17.506,17.2444,16.2646,6.38472,18.7096,18.1508,16.9874,17.5807
"304",NA,"SizeSel_P5_4_ORWA_TWL(4)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"305",NA,"SizeSel_P6_4_ORWA_TWL(4)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"306",NA,"SizeSel_P1_5_ORWA_NONTWL(5)",51.6557,51.4407,51.7996,51.5513,51.5495,52.1893,52.1131,52.2008,52.1022,50.476,51.5291,51.5498,51.6603,51.4677,51.5086,51.6556,52.2155,51.2015,51.1619,51.9908,51.4407,55.5101,46.2662,48.8722,52.7518,52.9686,51.5084
"307",NA,"SizeSel_P2_5_ORWA_NONTWL(5)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"308",NA,"SizeSel_P3_5_ORWA_NONTWL(5)",5.49663,5.49705,5.51739,5.49168,5.4945,5.48321,5.46754,5.48287,5.50112,5.49669,5.48956,5.48975,5.49666,5.48832,5.48882,5.49663,5.52168,5.47676,5.47525,5.51164,5.49705,5.79037,5.18497,5.31973,5.56886,5.58422,5.48882
"309",NA,"SizeSel_P4_5_ORWA_NONTWL(5)",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5.00983,20,20,20,20
"310",NA,"SizeSel_P5_5_ORWA_NONTWL(5)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"311",NA,"SizeSel_P6_5_ORWA_NONTWL(5)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"312",NA,"SizeSel_P1_6_OR_REC(6)",37.8379,37.6329,37.7988,37.7593,37.7125,38.5472,38.6826,38.5658,38.1008,37.1718,37.7561,37.7719,37.8402,37.7313,37.7519,37.8378,38.0161,37.6707,37.7299,37.9345,37.6329,38.5986,37.3818,37.0079,39.0671,38.5851,37.7518
"313",NA,"SizeSel_P2_6_OR_REC(6)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"314",NA,"SizeSel_P3_6_OR_REC(6)",4.25433,4.23435,4.27291,4.24336,4.24416,4.29607,4.29694,4.2972,4.26794,4.23106,4.24419,4.24492,4.25446,4.24291,4.24394,4.25433,4.27061,4.23768,4.24549,4.26297,4.23435,4.32509,4.14632,4.15585,4.37816,4.32159,4.24394
"315",NA,"SizeSel_P4_6_OR_REC(6)",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5.60366,12,12,12,12
"316",NA,"SizeSel_P5_6_OR_REC(6)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"317",NA,"SizeSel_P6_6_OR_REC(6)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"318",NA,"SizeSel_P1_7_WA_REC(7)",44.5057,32.0908,32.0733,32.1029,28.8626,44.8663,32.2145,44.8773,44.6564,44.2397,32.1034,32.1055,44.5074,32.0988,32.1022,44.5057,45.1752,32.0908,44.1578,44.8854,32.0908,32.3116,38.4473,43.1356,28.8626,45.5341,32.1022
"319",NA,"SizeSel_P2_7_WA_REC(7)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"320",NA,"SizeSel_P3_7_WA_REC(7)",4.49883,0.260535,0.232248,0.26847,-0.958658,4.50883,0.36926,4.50934,4.50401,4.49921,0.269338,0.271632,4.49892,0.264184,0.267894,4.49883,4.56013,0.272226,4.46825,4.53529,0.260529,0.605155,3.60089,4.30931,-0.962178,4.58272,0.267885
"321",NA,"SizeSel_P4_7_WA_REC(7)",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,6.76428,20,20,20,20
"322",NA,"SizeSel_P5_7_WA_REC(7)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"323",NA,"SizeSel_P6_7_WA_REC(7)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"324",NA,"SizeSel_P1_9_OR_RECOB(9)",33.7045,33.377,33.2267,33.6283,33.5451,35.0673,35.2172,35.0809,34.53,30.3801,33.6355,33.676,33.7144,33.545,33.6194,33.7044,34.1618,33.3683,33.3298,33.9685,33.377,28.4319,35.645,33.5082,33.8285,34.3623,33.619
"325",NA,"SizeSel_P2_9_OR_RECOB(9)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"326",NA,"SizeSel_P3_9_OR_RECOB(9)",4.45193,4.40416,4.39141,4.444,4.4306,4.58471,4.58228,4.58472,4.54355,3.96804,4.44319,4.44783,4.453,4.43294,4.44121,4.45192,4.50864,4.4102,4.40572,4.4847,4.40416,3.612,4.64726,4.38358,4.47134,4.52617,4.44116
"327",NA,"SizeSel_P4_9_OR_RECOB(9)",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5.53516,20,20,20,20
"328",NA,"SizeSel_P5_9_OR_RECOB(9)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"329",NA,"SizeSel_P6_9_OR_RECOB(9)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"330",NA,"SizeSel_P1_10_TRI_ORWA(10)",79.9736,79.9759,79.973,79.9733,79.9735,79.9778,79.9784,79.9779,79.9748,79.9694,79.9732,79.9733,79.9736,79.9731,79.9732,79.9736,79.9726,79.9738,79.9745,79.973,79.9759,79.9689,52.1243,79.9834,79.9842,79.9721,79.9732
"331",NA,"SizeSel_P2_10_TRI_ORWA(10)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"332",NA,"SizeSel_P3_10_TRI_ORWA(10)",6.99196,6.99294,7.00131,6.99693,6.99998,6.89561,6.86734,6.89312,6.96279,7.07648,6.99798,6.99586,6.99171,7.00037,6.99812,6.99197,6.99475,6.99554,6.98605,6.99419,6.99294,7.03221,6.40855,7.09383,6.8023,6.93191,6.99813
"333",NA,"SizeSel_P4_10_TRI_ORWA(10)",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16.0619,12,12,12,12
"334",NA,"SizeSel_P5_10_TRI_ORWA(10)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"335",NA,"SizeSel_P6_10_TRI_ORWA(10)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"336",NA,"SizeSel_P1_11_NWFSC_ORWA(11)",56.337,55.5757,54.3298,55.8042,55.5095,58.3859,58.2517,58.4355,57.7132,52.5595,55.7766,55.8438,56.3492,55.6281,55.7364,56.3368,57.6271,55.1748,55.4258,57.0112,55.5757,56.3503,46.3221,52.9004,59.9153,59.9123,55.7358
"337",NA,"SizeSel_P2_11_NWFSC_ORWA(11)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"338",NA,"SizeSel_P3_11_NWFSC_ORWA(11)",6.47038,6.45744,6.37703,6.44966,6.4362,6.47285,6.43914,6.47293,6.48828,6.4611,6.44514,6.44593,6.47035,6.44342,6.44403,6.47037,6.5097,6.42979,6.44617,6.48951,6.45744,6.70602,6.01846,6.31932,6.62676,6.60092,6.44403
"339",NA,"SizeSel_P4_11_NWFSC_ORWA(11)",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5.14027,20,20,20,20
"340",NA,"SizeSel_P5_11_NWFSC_ORWA(11)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"341",NA,"SizeSel_P6_11_NWFSC_ORWA(11)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"342",NA,"SizeSel_P1_12_IPHC_ORWA(12)",54.8854,54.7567,54.5006,54.6954,54.653,55.2303,55.1636,55.2409,55.0836,54.3104,54.6954,54.7095,54.8877,54.6688,54.6891,54.8854,55.0177,54.6467,54.8027,54.9558,54.7567,55.7683,50.6139,53.3577,57.1878,55.6161,54.689
"343",NA,"SizeSel_P2_12_IPHC_ORWA(12)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"344",NA,"SizeSel_P3_12_IPHC_ORWA(12)",4.24572,4.24225,4.20871,4.22587,4.22337,4.26278,4.25075,4.26353,4.25477,4.21758,4.22558,4.22657,4.24585,4.22402,4.22527,4.24572,4.2476,4.22775,4.24748,4.24598,4.24225,4.33266,3.71124,4.07924,4.51985,4.26091,4.22526
"345",NA,"SizeSel_P4_12_IPHC_ORWA(12)",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4.85319,20,20,20,20
"346",NA,"SizeSel_P5_12_IPHC_ORWA(12)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"347",NA,"SizeSel_P6_12_IPHC_ORWA(12)",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"348",NA,"Eggs/kg_inter_Fem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",NA,"Eggs/kg_slope_wt_Fem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,"NatM_p_1_Mal_GP_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467927,NA
"351",NA,"L_at_Amin_Mal_GP_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"352",NA,"L_at_Amax_Mal_GP_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.6004,NA
"353",NA,"VonBert_K_Mal_GP_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058821,NA
"354",NA,"CV_young_Mal_GP_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"355",NA,"CV_old_Mal_GP_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0479834,NA
"356",NA,"Wtlen_1_Mal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31462e-06,NA
"357",NA,"Wtlen_2_Mal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23717,NA
"9","Derived quantities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,"SB0",2278.09,2313.92,2141.28,2254.46,2257.32,2596.28,3011.53,2613.83,2268.34,2295.67,2254.46,2331.83,2264.72,2543500000,1132.27,3417.15,1481.93,3071.96,1949.48,2618.16,2313.92,2235.59,6625.98,2554.92,2219.54,1135.72,2264.57
"359",NA,"SSB_2017",646.254,698.757,540.343,639.214,642.104,1202.74,1702.07,1226.06,817.526,351.036,639.961,702.483,647.431,674899000,320.944,969.365,411.247,889.924,571.682,731.583,698.757,764.884,4824.46,958.042,656.915,327.273,641.856
"360",NA,"Bratio_2017",0.283682,0.301979,0.252345,0.283534,0.284454,0.463254,0.565185,0.469067,0.360406,0.152912,0.283864,0.301258,0.285877,0.265342,0.283451,0.283676,0.277508,0.289692,0.293248,0.279426,0.301979,0.342139,0.728113,0.374979,0.29597,0.288164,0.283434
"361",NA,"MSY_SPR",105.01,105.229,95.67,102.172,101.401,161.208,210.281,163.667,115.784,55.4579,102.93,104.403,105.318,100.562,51.3751,157.516,67.2114,140.583,90.8399,119.644,105.229,101.977,245.302,121.597,101.308,107.88,102.751
"362",NA,"F_SPR",0.0218466,0.0214082,0.0217433,0.0215274,0.0213512,0.0268724,0.0289143,0.0270223,0.0218694,0.021792,0.0215336,0.0222545,0.0219763,0.0206471,0.0215493,0.0218466,0.0215257,0.021717,0.0220619,0.0216747,0.0214082,0.0215692,0.0184864,0.0217782,0.0215175,0.0217789,0.0215493
